username,location,tweetcreatedts,retweetcount,text,hashtags
TheKangarooCrew,New Jersey,2021-01-30 15:52:05,0,"#COVID-19 #vaccination for kids could start by late spring or summer, Dr. #Fauci says - KABC-TV https://t.co/y4FbmMrnhN via @GoogleNews #preK #literacy #homeschool  #tech #Covid19 #Autism #SaturdayMotivation #leadership  #health #pandemic #school #Motivation #vaccine #tech","[{'text': 'COVID', 'indices': [0, 6]}, {'text': 'vaccination', 'indices': [10, 22]}, {'text': 'Fauci', 'indices': [74, 80]}, {'text': 'preK', 'indices': [136, 141]}, {'text': 'literacy', 'indices': [142, 151]}, {'text': 'homeschool', 'indices': [152, 163]}, {'text': 'tech', 'indices': [165, 170]}, {'text': 'Covid19', 'indices': [171, 179]}, {'text': 'Autism', 'indices': [180, 187]}, {'text': 'SaturdayMotivation', 'indices': [188, 207]}, {'text': 'leadership', 'indices': [208, 219]}, {'text': 'health', 'indices': [221, 228]}, {'text': 'pandemic', 'indices': [229, 238]}, {'text': 'school', 'indices': [239, 246]}, {'text': 'Motivation', 'indices': [247, 258]}, {'text': 'vaccine', 'indices': [259, 267]}, {'text': 'tech', 'indices': [268, 273]}]"
IRENEWA45168212,,2021-01-30 15:51:14,1632,"Wall St. backed Biden. Wall St. backed #CoVid lockdowns. Both have irreparably harmed the Main St. business owner. If you see a paltry stimulus check or increasing mid-sized business taxes as “economic justice”, you aren’t paying attention.","[{'text': 'CoVid', 'indices': [53, 59]}]"
Plandemic10,,2021-01-30 15:49:06,0,"The biggest smoking gun re #covid is they don't tell you which types of masks work, they don't care if we wear a dirty mask or even a scarf.
You wouldn't have safe sex with a Sock on your dick so it does matter.","[{'text': 'covid', 'indices': [27, 33]}]"
TeddyHosevelt,"Minnesota, USA",2021-01-30 15:48:00,1632,"Wall St. backed Biden. Wall St. backed #CoVid lockdowns. Both have irreparably harmed the Main St. business owner. If you see a paltry stimulus check or increasing mid-sized business taxes as “economic justice”, you aren’t paying attention.","[{'text': 'CoVid', 'indices': [53, 59]}]"
Letters2World1,,2021-01-30 15:47:51,0,"A lovely letter on the site https://t.co/mWPMctlBJa from Ontario, Canada.

Read more letters or add your own...

#Canada #Ontario #Covid_19 #COVID19 #COVID #mentalhealth #MedTwitter #sundayvibes #UFC257 #pandemic #zerocovid https://t.co/yvU1HNfp1a","[{'text': 'Canada', 'indices': [113, 120]}, {'text': 'Ontario', 'indices': [121, 129]}, {'text': 'Covid_19', 'indices': [130, 139]}, {'text': 'COVID19', 'indices': [140, 148]}, {'text': 'COVID', 'indices': [149, 155]}, {'text': 'mentalhealth', 'indices': [156, 169]}, {'text': 'MedTwitter', 'indices': [170, 181]}, {'text': 'sundayvibes', 'indices': [182, 194]}, {'text': 'UFC257', 'indices': [195, 202]}, {'text': 'pandemic', 'indices': [203, 212]}, {'text': 'zerocovid', 'indices': [213, 223]}]"
LancetMichelle,"Bethel Park, PA",2021-01-30 15:47:14,0,"After trying and failing multiple times to get my mom into a vaccine clinic or appt, I finally broke it to her that she likely had an easier time getting me a Cabbage Patch doll in 1985. #COVID #vaccine","[{'text': 'COVID', 'indices': [187, 193]}, {'text': 'vaccine', 'indices': [194, 202]}]"
LiuBaoBei1,,2021-01-30 15:46:44,0,"@C1Haywood @WMerciaPolice At what point do we start to fight back then?

This isn't Nazi Germany or #CCP-controlled #China, but it will be if we don't get off this cesspit #BigTech and stand up for our freedom, which is being stripped under cover of #COVID while cowards succumb to fear campaigns","[{'text': 'CCP', 'indices': [100, 104]}, {'text': 'China', 'indices': [116, 122]}, {'text': 'BigTech', 'indices': [172, 180]}, {'text': 'COVID', 'indices': [250, 256]}]"
LiuBaoBei1,,2021-01-30 15:46:40,0,"At what point do we start to fight back then?

This isn't Nazi Germany or #CCP-controlled #China, but it will be if we don't get off this cesspit #BigTech and stand up for our freedom, which is being stripped under cover of #COVID while cowards succumb to fear campaigns https://t.co/QCDBTvOBbP","[{'text': 'CCP', 'indices': [74, 78]}, {'text': 'China', 'indices': [90, 96]}, {'text': 'BigTech', 'indices': [146, 154]}, {'text': 'COVID', 'indices': [224, 230]}]"
Bchargoisthear1,"Chino Hills, CA",2021-01-30 15:46:39,0,@hiddleking I totally agree with you. I really don’t like to see him or anyone wearing a mask due to #COVID. It’s too sad. 😞 But at least he’s fine and his dog Bobbie is so adorable. ☺️💕,"[{'text': 'COVID', 'indices': [101, 107]}]"
northyorkscc,North Yorkshire,2021-01-30 15:45:08,0,"Thank you for only meeting one other person outside of your household or support bubble for outdoor exercise. 

We are all playing a part in stopping the spread of #Covid19 to protect the #NHS and save lives.

Get #covid advice and information here ⬇️
https://t.co/X5Lu3DhBOl https://t.co/iT7WTU9CAh","[{'text': 'Covid19', 'indices': [164, 172]}, {'text': 'NHS', 'indices': [188, 192]}, {'text': 'covid', 'indices': [214, 220]}]"
CovidIndiaSeva,India,2021-01-30 15:45:00,0,"Kindly contact your airlines or #AirIndia Customer Care 0124 2641407/ 26231407, 1860 233 1407 (India), 0800 048 9254 (UK) for updated information regarding #RTPCR testing for children.

#COVID19 #COVID_19 #COVID__19 #COVID #COVIDー19 #COVID19India #Corona #coronavirus https://t.co/GU8uPL4yvd","[{'text': 'AirIndia', 'indices': [32, 41]}, {'text': 'RTPCR', 'indices': [156, 162]}, {'text': 'COVID19', 'indices': [186, 194]}, {'text': 'COVID_19', 'indices': [195, 204]}, {'text': 'COVID__19', 'indices': [205, 215]}, {'text': 'COVID', 'indices': [216, 222]}, {'text': 'COVIDー19', 'indices': [223, 232]}, {'text': 'COVID19India', 'indices': [233, 246]}, {'text': 'Corona', 'indices': [247, 254]}, {'text': 'coronavirus', 'indices': [255, 267]}]"
mysteriousmusiQ,Nunya. Bidness,2021-01-30 15:41:49,1632,"Wall St. backed Biden. Wall St. backed #CoVid lockdowns. Both have irreparably harmed the Main St. business owner. If you see a paltry stimulus check or increasing mid-sized business taxes as “economic justice”, you aren’t paying attention.","[{'text': 'CoVid', 'indices': [53, 59]}]"
Riccardoism,Canada,2021-01-30 15:39:25,571,"Dr. Hooman Noorchashm says FDA, Pfizer + Moderna must consider danger #COVID #vaccines pose to recently convalescent or asymptomatic carriers of SARS-CoV-2—especially the elderly, frail or anyone with significant cardiovascular risk factors. #TheDefender 

https://t.co/EBm9SF1K0f","[{'text': 'COVID', 'indices': [91, 97]}, {'text': 'vaccines', 'indices': [98, 107]}]"
micharu333,LA county,2021-01-30 15:37:42,571,"Dr. Hooman Noorchashm says FDA, Pfizer + Moderna must consider danger #COVID #vaccines pose to recently convalescent or asymptomatic carriers of SARS-CoV-2—especially the elderly, frail or anyone with significant cardiovascular risk factors. #TheDefender 

https://t.co/EBm9SF1K0f","[{'text': 'COVID', 'indices': [91, 97]}, {'text': 'vaccines', 'indices': [98, 107]}]"
balann49,,2021-01-30 15:35:35,0,@ThePrintIndia @kairvygrewal Correlation does not guarantee that the two variables are related. We may also find that more protestants or Hindus or Sikhs or Buddhists die of #COVID  than others. Would religion be a risk factor like mental health? Duh!,"[{'text': 'COVID', 'indices': [174, 180]}]"
murdochdavis,Valparaiso IN Team @mlh_holmes,2021-01-30 15:33:47,0,"Excellent account of why J&amp;J and other #CovidVaccine news is great. Full guard against serious illness or death, better than most flu #vaccines. Glad I did the trial. Keen to know if I got real deal or placebo; will get #vaccination soon if latter. #COVID19 #COVID https://t.co/I4kgFX7p5s","[{'text': 'CovidVaccine', 'indices': [43, 56]}, {'text': 'vaccines', 'indices': [138, 147]}, {'text': 'vaccination', 'indices': [224, 236]}, {'text': 'COVID19', 'indices': [253, 261]}, {'text': 'COVID', 'indices': [262, 268]}]"
RWiSblog,"London, England",2021-01-30 15:33:45,28,"If you're struggling to meet your household costs, due to #COVID-19 or other circumstances, do not suffer alone, there is support available. If eligible, we could help you with payments towards your rent: https://t.co/u7JmfSbVUn

Please spread the word #HaringeyHereToHelp https://t.co/dNKgDaiRFU","[{'text': 'COVID', 'indices': [79, 85]}]"
LornaReith,"Tottenham, London",2021-01-30 15:32:34,28,"If you're struggling to meet your household costs, due to #COVID-19 or other circumstances, do not suffer alone, there is support available. If eligible, we could help you with payments towards your rent: https://t.co/u7JmfSbVUn

Please spread the word #HaringeyHereToHelp https://t.co/dNKgDaiRFU","[{'text': 'COVID', 'indices': [79, 85]}]"
NYS_Tweets,,2021-01-30 15:31:37,0,"Year 2020 started with the world learning about the new virus called novel coronavirus or SARS-COV2.

#newyousolutions  #bangalore #corporate #training #skills  #education #motivation #learning #skillindia #india  #career #coaching #covid #covidvaccine #pandemic #COVID19 https://t.co/bGdId5QCoa","[{'text': 'newyousolutions', 'indices': [102, 118]}, {'text': 'bangalore', 'indices': [120, 130]}, {'text': 'corporate', 'indices': [131, 141]}, {'text': 'training', 'indices': [142, 151]}, {'text': 'skills', 'indices': [152, 159]}, {'text': 'education', 'indices': [161, 171]}, {'text': 'motivation', 'indices': [172, 183]}, {'text': 'learning', 'indices': [184, 193]}, {'text': 'skillindia', 'indices': [194, 205]}, {'text': 'india', 'indices': [206, 212]}, {'text': 'career', 'indices': [214, 221]}, {'text': 'coaching', 'indices': [222, 231]}, {'text': 'covid', 'indices': [232, 238]}, {'text': 'covidvaccine', 'indices': [239, 252]}, {'text': 'pandemic', 'indices': [253, 262]}, {'text': 'COVID19', 'indices': [263, 271]}]"
twothewoods1,,2021-01-30 15:30:51,2,"#moleg should ensure that sabotaging vaccine supply is a clear criminal act with severe penalties in #Missouri

Do not waste or destroy #covid vaccines.  @GovParsonMO &amp; Williams must be held accountable for accurate inventory &amp; its administering &amp; protection.

#transparency https://t.co/CM7czxKb9r","[{'text': 'moleg', 'indices': [12, 18]}, {'text': 'Missouri', 'indices': [113, 122]}]"
SSPAEvents,"Stafford, England",2021-01-30 15:30:20,0,"CANNOCK Gotta Dance 2021 MONDAY 14TH JUNE
Prince of Wales Theatre - All ages. 
email admin@sspa-events.com or 07793891029 
https://t.co/iiqsKHXdSF 
 #Cannock #Dance #Show #Street #Ballet  #Theatre #MusicalTheatre  #Showcase #Staffordshire #Schools #DanceGroups #2021  #Covid Free https://t.co/a5GcpshTy9","[{'text': 'Cannock', 'indices': [149, 157]}, {'text': 'Dance', 'indices': [158, 164]}, {'text': 'Show', 'indices': [165, 170]}, {'text': 'Street', 'indices': [171, 178]}, {'text': 'Ballet', 'indices': [179, 186]}, {'text': 'Theatre', 'indices': [188, 196]}, {'text': 'MusicalTheatre', 'indices': [197, 212]}, {'text': 'Showcase', 'indices': [214, 223]}, {'text': 'Staffordshire', 'indices': [224, 238]}, {'text': 'Schools', 'indices': [239, 247]}, {'text': 'DanceGroups', 'indices': [248, 260]}, {'text': 'Covid', 'indices': [268, 274]}]"
JoanneMcCartney,"Enfield/Haringey, London, UK",2021-01-30 15:28:39,28,"If you're struggling to meet your household costs, due to #COVID-19 or other circumstances, do not suffer alone, there is support available. If eligible, we could help you with payments towards your rent: https://t.co/u7JmfSbVUn

Please spread the word #HaringeyHereToHelp https://t.co/dNKgDaiRFU","[{'text': 'COVID', 'indices': [79, 85]}]"
murdochdavis,Valparaiso IN Team @mlh_holmes,2021-01-30 15:26:43,1,"Fauci and others: J&amp;J result is excellent: high barrier to serious #Covid_19 illness, full protection vs death or even hospitalization. I’m glad I was in the trial. Will soon know if I got placebo, soon get #vax if I did. #vaccine #vaccination #Covid  https://t.co/bbdRvFUFKn","[{'text': 'Covid_19', 'indices': [71, 80]}, {'text': 'vax', 'indices': [211, 215]}, {'text': 'vaccine', 'indices': [226, 234]}, {'text': 'vaccination', 'indices': [235, 247]}, {'text': 'Covid', 'indices': [248, 254]}]"
MahirDemir_UK,"Tottenham, London",2021-01-30 15:23:58,28,"If you're struggling to meet your household costs, due to #COVID-19 or other circumstances, do not suffer alone, there is support available. If eligible, we could help you with payments towards your rent: https://t.co/u7JmfSbVUn

Please spread the word #HaringeyHereToHelp https://t.co/dNKgDaiRFU","[{'text': 'COVID', 'indices': [79, 85]}]"
indianjugni,Delhi,2021-01-30 15:23:30,0,"Can we just go back to asking- how they have been? Or trying to make it even more positive? 
You never know what a lockdown or COVID-19 gave them. Stop assuming it took something away. What if it gave them all they ever needed. #ThoughtForTheDay #covid #spreadthelove #athread","[{'text': 'ThoughtForTheDay', 'indices': [228, 245]}, {'text': 'covid', 'indices': [246, 252]}, {'text': 'spreadthelove', 'indices': [253, 267]}, {'text': 'athread', 'indices': [268, 276]}]"
_maantulabut,CSFP ,2021-01-30 15:18:22,2110,"Spoiler alert: A neg #COVID test does not guarantee that you don't have COVID. I've had very sick patients test negative only to test positive on repeating the test. You may be negative AT THE TIME you were tested, but you could have been incubating already, or exposed after. 1/","[{'text': 'COVID', 'indices': [35, 41]}]"
Aurora_Starlit,Profile Art: by @btsgoogling💜,2021-01-30 15:14:11,0,"Profiteers have no conscience or scruples. 
#COVID #covid19 #coronavirus  #Capitalism #Philadelphia #healthcare https://t.co/FEd36YJGBW","[{'text': 'COVID', 'indices': [44, 50]}, {'text': 'covid19', 'indices': [51, 59]}, {'text': 'coronavirus', 'indices': [60, 72]}, {'text': 'Capitalism', 'indices': [74, 85]}, {'text': 'Philadelphia', 'indices': [86, 99]}, {'text': 'healthcare', 'indices': [100, 111]}]"
Nickybradley,London,2021-01-30 15:14:05,1,Are you or is someone you know a #keyworker in the #NHS or #caresector who’s impacted by #covid-19? Free #support #psychologicalPPE #coaching is available at Coaching Through COVID. https://t.co/domRLxaMzG,"[{'text': 'keyworker', 'indices': [53, 63]}, {'text': 'NHS', 'indices': [71, 75]}, {'text': 'caresector', 'indices': [79, 90]}, {'text': 'covid', 'indices': [109, 115]}, {'text': 'support', 'indices': [125, 133]}]"
BoomerBaby54,"Walnut Creek, California",2021-01-30 15:13:01,0,"If you're young and/or healthy, you may have to wait until summer for a COVID-19 vaccination... here's what you should do in the meantime... https://t.co/wbSq5kzUtP #COVID #COVIDー19 #coronavirus #covidvacccine #CovidVaccine","[{'text': 'COVID', 'indices': [165, 171]}, {'text': 'COVIDー19', 'indices': [172, 181]}, {'text': 'coronavirus', 'indices': [182, 194]}, {'text': 'covidvacccine', 'indices': [195, 209]}, {'text': 'CovidVaccine', 'indices': [210, 223]}]"
1CraigMorris,Plague Island ,2021-01-30 15:12:55,0,"I wonder how many issues #Covid media coverage is blinding us to? Few noticed this, but last spring the #Pentagon confirmed that early millennium video footage of #UFOs was genuine, that what it featured was not American and it believed them not to be Russian or Chinese!","[{'text': 'Covid', 'indices': [25, 31]}, {'text': 'Pentagon', 'indices': [104, 113]}, {'text': 'UFOs', 'indices': [163, 168]}]"
holyskidaddle,"Lake County, ILL",2021-01-30 15:11:09,15,"The best hour of your day has the best lineup BY FAR! Feel this episode of #Kennedy w:

@ComicDaveSmith
@TPCarney
@LeslieMarshall take on #RobinHood 

@repdarrellissa points out #bidenexecutiveaction hypocrisy

@AmeshAA cures #COVID (or calms us down) 

@bdomenech blasts unions!","[{'text': 'Kennedy', 'indices': [94, 102]}]"
cwtchcaerdydd,Cymru ,2021-01-30 15:08:37,0,Just been to #Tesco! Loads of people with those bullshit lanyards or just no mask at all! Fuck off I don’t buy it! Wear a mask ya selfish pricks!! #WearAMask #covid,"[{'text': 'Tesco', 'indices': [13, 19]}, {'text': 'WearAMask', 'indices': [147, 157]}, {'text': 'covid', 'indices': [158, 164]}]"
